HHID,province,district_real,altitude_m,farm_size_ha,soil_ph,nitrogen,phosphorus,potassium,soc,annual_rainfall_mm,avg_temperature_C,avg_humidity_pct,used_improved_seed,used_inorganic_fert,used_organic_fert,used_pesticide,used_irrigation,soil_measures_count,num_crops_grown,grew_maize,grew_beans,grew_cassava,grew_rice,grew_irish_potato,grew_tomato,grew_sweet_potato,grew_banana,yield_maize_t_ha,yield_beans_t_ha,yield_cassava_t_ha,yield_rice_t_ha,yield_irish_potato_t_ha,yield_tomato_t_ha,yield_sweet_potato_t_ha,yield_banana_t_ha,recommended_crop,recommended_confidence,weight
HHD116433,Southern,Kamonyi,1725,1.07,5.88,0.321,0.155,0.073,2.1,726.8,19.32,75.2,1,0,0,1,0,1,3,0,1,0,0,1,1,0,0,,2.36,,,21.79,22.76,,,tomato,0.485,2.975
HHD116434,Southern,Muhanga,1599,2.37,5.7,0.662,0.119,0.557,3.33,982.8,22.64,88.2,0,0,0,1,0,0,3,1,0,0,0,1,0,1,0,4.22,,,,21.77,,16.04,,irish_potato,0.518,1.019
HHD116435,Eastern,Bugesera,1169,2.11,6.09,0.189,0.102,0.02,1.8,538.4,21.57,79.0,0,0,0,1,0,1,2,1,0,0,0,0,1,0,0,6.22,,,,,15.51,,,tomato,0.714,2.921
HHD116436,Western,Rutsiro,1366,1.1,6.44,0.282,0.082,0.433,2.44,832.9,22.6,79.9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,22.77,,,tomato,1.0,4.737
HHD116437,Kigali,Nyarugenge,1407,0.46,5.69,0.471,0.005,0.02,2.43,940.2,22.14,77.9,0,1,1,1,0,1,2,0,0,0,0,0,1,1,0,,,,,,26.65,16.28,,tomato,0.621,1.154
HHD116438,Kigali,Nyarugenge,1402,0.47,5.52,0.375,0.214,0.16,3.4,716.5,21.54,77.6,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,,,13.05,,13.05,,,15.53,banana,0.373,0.935
HHD116439,Southern,Muhanga,1702,0.75,5.49,0.546,0.108,0.345,1.29,516.9,20.99,64.0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,,,16.1,,,,,,cassava,1.0,1.341
HHD116440,Southern,Gisagara,1542,0.44,6.45,0.243,0.142,0.309,3.52,730.8,23.31,82.4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,1.03,,,,,,,beans,1.0,0.569
HHD116441,Kigali,Nyarugenge,1398,1.18,6.32,0.524,0.2,0.02,2.29,969.8,21.76,74.2,0,1,1,1,0,0,2,0,0,1,1,0,0,0,0,,,20.98,8.88,,,,,cassava,0.703,2.904
HHD116442,Kigali,Nyarugenge,1396,0.6,5.53,0.222,0.183,0.023,2.89,1065.2,23.53,52.2,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,,1.62,,,,,,,beans,1.0,2.072
HHD116443,Eastern,Bugesera,1241,0.35,5.58,0.176,0.023,0.216,3.67,799.7,15.3,76.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,,,,,,22.22,,,tomato,1.0,5.066
HHD116444,Western,Rubavu,1348,1.41,6.27,0.359,0.005,0.532,2.71,885.9,21.77,72.7,1,0,1,0,0,2,2,0,0,0,0,1,0,0,1,,,,,24.39,,,28.86,banana,0.542,2.352
HHD116445,Kigali,Nyarugenge,1361,0.98,6.17,0.22,0.122,0.02,3.1,621.2,21.21,71.8,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,,1.16,,,,,8.57,,sweet_potato,0.881,4.746
HHD116446,Kigali,Nyarugenge,1367,1.01,6.2,0.383,0.11,0.264,1.44,598.9,19.38,72.4,0,1,0,0,0,0,3,0,0,0,0,1,0,1,1,,,,,20.32,,12.02,27.39,banana,0.459,4.341
HHD116447,Kigali,Nyarugenge,1502,2.16,6.51,0.6,0.142,0.02,1.89,960.7,22.71,62.3,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,,,26.44,,,,,,cassava,1.0,0.98
HHD116448,Kigali,Nyarugenge,1338,0.71,7.23,0.158,0.183,0.279,2.41,744.5,19.75,89.1,1,0,0,0,0,0,3,1,1,0,0,0,0,1,0,4.27,1.7,,,,,10.15,,sweet_potato,0.63,0.612
HHD116449,Southern,Nyamagabe,1444,0.5,6.11,0.662,0.202,0.062,1.12,724.7,21.15,87.9,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,,,11.79,,,,,,cassava,1.0,1.383
HHD116450,Kigali,Nyarugenge,1476,1.32,6.52,0.146,0.1,0.303,3.19,1081.1,23.68,67.4,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,6.0,1.56,,,,,,,maize,0.794,0.913
HHD116451,Northern,Musanze,1785,0.93,5.31,0.31,0.115,0.445,0.47,1181.7,21.78,63.0,0,1,0,1,0,0,2,0,0,0,1,1,1,0,0,,,,6.27,17.25,27.13,,,tomato,0.536,1.044
HHD116452,Southern,Muhanga,1732,0.05,6.9,0.276,0.135,0.059,3.46,1147.6,24.72,76.9,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,,1.09,7.71,,13.0,,,,irish_potato,0.596,0.579
HHD116453,Southern,Muhanga,1586,0.5,6.35,0.55,0.101,0.02,2.72,553.8,15.58,74.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,,,,,13.56,,,tomato,1.0,2.693
HHD116454,Eastern,Gatsibo,1148,0.43,6.26,0.48,0.219,0.146,2.99,875.0,21.1,62.7,1,1,1,0,1,1,2,0,1,0,1,0,0,0,0,,1.92,,7.13,,,,,rice,0.788,0.994
HHD116455,Western,Ngororero,1484,0.99,5.54,0.214,0.081,0.422,1.83,802.1,20.4,72.3,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,,,,,18.32,,,,irish_potato,1.0,3.733
HHD116456,Eastern,Bugesera,1223,1.02,6.17,0.662,0.165,0.359,2.09,750.9,24.17,56.7,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,,,,,,,,25.96,banana,1.0,0.41
HHD116457,Southern,Nyamagabe,1453,3.28,5.66,0.306,0.089,0.528,2.14,827.4,26.19,68.4,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,,,14.77,,,21.74,,,tomato,0.595,2.48
HHD116458,Southern,Muhanga,1617,1.01,5.99,0.27,0.122,0.58,1.56,1048.2,24.08,79.2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,21.48,,,tomato,1.0,1.264
HHD116459,Southern,Nyaruguru,1530,1.32,6.13,0.399,0.12,0.295,2.49,520.2,18.92,75.8,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,,,,,15.42,,,,irish_potato,1.0,1.815
HHD116460,Kigali,Nyarugenge,1510,1.2,6.08,0.196,0.091,0.036,2.72,1017.7,20.24,79.2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2.94,,,,,,,,maize,1.0,0.367
HHD116461,Kigali,Kicukiro,1479,0.86,6.4,0.306,0.151,0.152,2.75,798.4,18.98,88.8,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,,,,5.3,,21.77,,,tomato,0.804,4.281
HHD116462,Kigali,Nyarugenge,1500,0.45,5.9,0.62,0.183,0.26,2.15,886.2,22.38,71.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,18.89,banana,1.0,1.477
HHD116463,Northern,Gicumbi,1873,3.16,6.34,0.087,0.082,0.02,1.37,1003.6,22.56,74.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,34.61,banana,1.0,2.011
HHD116464,Kigali,Nyarugenge,1380,1.54,5.52,0.341,0.006,0.8,1.67,933.0,21.32,81.6,1,1,0,0,0,2,2,0,1,0,0,1,0,0,0,,2.6,,,22.46,,,,irish_potato,0.896,3.014
HHD116465,Southern,Muhanga,1729,1.98,4.92,0.353,0.182,0.02,4.15,1010.4,21.08,75.2,1,1,0,1,0,0,2,0,0,0,0,0,1,1,0,,,,,,37.66,19.11,,tomato,0.663,2.321
HHD116466,Southern,Huye,1563,0.12,6.72,0.296,0.15,0.426,3.74,780.4,23.05,77.4,1,0,1,1,0,1,2,0,0,1,0,1,1,0,0,,,12.77,,11.89,21.3,,,tomato,0.463,0.781
HHD116467,Kigali,Nyarugenge,1357,0.87,6.06,0.383,0.045,0.272,4.63,1095.2,25.21,73.1,0,0,0,0,0,0,3,0,1,0,0,1,1,0,0,,1.58,,,11.47,15.12,,,tomato,0.537,1.488
HHD116468,Kigali,Nyarugenge,1442,1.52,5.47,0.497,0.025,0.436,2.45,814.2,23.66,82.9,1,1,0,0,0,0,3,1,1,1,0,0,0,0,0,5.23,2.61,16.77,,,,,,cassava,0.681,2.769
HHD116469,Kigali,Nyarugenge,1349,1.38,5.71,0.102,0.104,0.224,2.43,861.4,24.51,84.0,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,5.7,,,,24.05,,,,irish_potato,0.808,0.441
HHD116470,Southern,Huye,1729,2.2,6.06,0.472,0.049,0.564,2.39,941.9,23.33,57.7,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,5.86,,,6.45,,,,,rice,0.524,3.862
HHD116471,Kigali,Nyarugenge,1433,0.3,5.68,0.272,0.123,0.198,2.77,801.1,28.92,75.4,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,,,,,,,7.28,,sweet_potato,1.0,0.683
HHD116472,Southern,Muhanga,1658,0.68,5.87,0.317,0.286,0.58,1.9,900.3,24.48,69.7,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,,,16.58,,,,,,cassava,1.0,1.779
HHD116473,Southern,Muhanga,1699,0.91,4.66,0.19,0.141,0.02,2.94,787.4,27.53,79.9,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,,,,,10.57,,,18.13,banana,0.632,0.99
HHD116474,Southern,Muhanga,1683,0.86,7.07,0.072,0.117,0.646,3.15,841.6,20.54,79.8,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,,1.23,,,13.53,,,,irish_potato,0.917,1.513
HHD116475,Eastern,Bugesera,1108,0.99,5.92,0.191,0.056,0.02,0.96,910.5,23.6,70.5,1,0,0,0,0,0,3,1,0,0,0,0,1,1,0,5.51,,,,,16.44,11.97,,tomato,0.485,0.704
HHD116476,Southern,Huye,1596,2.68,4.85,0.459,0.157,0.217,1.92,483.6,16.98,80.7,1,0,0,0,0,0,3,1,1,0,0,0,0,0,1,6.7,4.0,,,,,,28.48,banana,0.727,0.239
HHD116477,Western,Ngororero,1497,0.18,6.0,0.13,0.106,0.279,3.42,1253.2,25.94,61.3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,4.52,,,,,rice,1.0,3.041
HHD116478,Kigali,Kicukiro,1319,0.46,6.37,0.289,0.148,0.504,2.97,569.9,20.93,80.9,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,,1.57,,,,,,24.09,banana,0.939,1.367
HHD116479,Kigali,Nyarugenge,1482,1.78,6.33,0.184,0.189,0.469,1.97,812.6,21.96,82.7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,8.12,,,,,rice,1.0,0.673
HHD116480,Eastern,Nyagatare,1284,1.54,6.95,0.757,0.136,0.414,4.17,1054.9,20.14,83.1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,,,,6.79,,,,,rice,1.0,3.799
HHD116481,Kigali,Nyarugenge,1422,3.14,6.13,0.159,0.116,0.02,1.68,975.7,25.63,93.1,0,1,0,0,0,0,3,0,1,1,0,0,1,0,0,,1.66,13.04,,,21.06,,,tomato,0.589,1.028
HHD116482,Southern,Gisagara,1472,2.76,5.07,0.395,0.132,0.039,3.06,690.6,18.94,80.4,1,0,0,1,0,2,1,0,0,0,0,0,1,0,0,,,,,,28.77,,,tomato,1.0,1.922
HHD116483,Western,Ngororero,1580,0.0,4.92,0.492,0.099,0.283,2.88,765.7,18.3,74.0,0,0,1,0,1,0,3,0,1,1,0,1,0,0,0,,1.0,7.62,,11.43,,,,irish_potato,0.57,2.014
HHD116484,Kigali,Nyarugenge,1487,1.31,5.88,0.196,0.177,0.054,2.73,691.5,22.33,66.9,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,5.86,,,,,,,,maize,1.0,0.94
HHD116485,Northern,Musanze,1709,2.2,5.87,0.38,0.239,0.104,0.25,938.5,24.79,70.1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,,2.38,,,,,,,beans,1.0,2.923
HHD116486,Southern,Ruhango,1573,1.23,5.55,0.326,0.082,0.753,3.5,784.2,23.46,73.2,0,1,0,0,0,1,3,1,0,0,0,1,0,0,1,4.73,,,,21.26,,,26.9,banana,0.509,0.326
HHD116487,Kigali,Nyarugenge,1526,0.48,5.51,0.191,0.137,0.052,1.62,962.7,22.0,83.0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,,,9.83,,10.45,,,,irish_potato,0.515,0.732
HHD116488,Western,Nyamasheke,1343,0.77,5.53,0.537,0.214,0.314,2.12,576.2,23.64,70.8,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,5.3,,,,,,11.38,,sweet_potato,0.682,2.553
HHD116489,Southern,Nyaruguru,1679,0.72,5.02,0.343,0.098,0.075,0.99,1100.1,21.38,61.6,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,,,,,,,8.07,,sweet_potato,1.0,2.935
HHD116490,Northern,Musanze,1834,0.17,6.63,0.184,0.127,0.545,0.2,1239.6,21.0,64.9,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,,,13.35,,,,,,cassava,1.0,0.333
HHD116491,Southern,Muhanga,1562,1.1,5.39,0.236,0.107,0.292,2.36,968.2,27.78,84.1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,,19.28,,,,,,cassava,1.0,0.129
HHD116492,Southern,Gisagara,1460,1.05,6.25,0.442,0.185,0.49,0.91,1017.6,22.07,79.6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,,,,,17.39,,,tomato,1.0,0.064
HHD116493,Southern,Gisagara,1471,1.0,6.53,0.232,0.233,0.495,4.33,383.1,23.81,86.2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,13.96,,,,,,cassava,1.0,2.395
HHD116494,Northern,Gicumbi,1804,0.42,6.46,0.228,0.086,0.653,2.91,1105.2,21.06,69.2,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,,,19.14,,,,,,cassava,1.0,2.747
HHD116495,Southern,Muhanga,1671,1.05,6.43,0.051,0.082,0.872,2.02,810.9,19.06,77.6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,19.11,,,,irish_potato,1.0,0.663
HHD116496,Eastern,Bugesera,1211,0.49,6.4,0.398,0.239,0.06,1.54,766.9,19.27,84.4,0,0,0,0,0,3,2,1,0,0,0,0,1,0,0,2.62,,,,,13.44,,,tomato,0.837,4.797
HHD116497,Kigali,Kicukiro,1399,1.06,6.91,0.896,0.095,0.39,0.21,788.5,27.94,75.1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,,,,,21.54,,,,irish_potato,1.0,1.137
HHD116498,Southern,Huye,1647,0.72,5.24,0.079,0.119,0.08,2.27,1039.2,16.3,79.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,19.29,banana,1.0,1.173
HHD116499,Western,Nyamasheke,1377,0.27,5.49,0.334,0.064,0.52,1.52,1058.7,19.29,81.1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,,,,,,,9.76,,sweet_potato,1.0,2.486
HHD116500,Northern,Gicumbi,1863,1.26,6.63,0.456,0.165,0.052,0.55,1181.9,21.83,69.4,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,,,,6.67,,,,,rice,1.0,3.498
HHD116501,Southern,Muhanga,1611,1.28,6.66,0.369,0.139,0.303,3.42,1152.6,19.7,75.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,22.27,banana,1.0,3.346
HHD116502,Western,Ngororero,1441,1.39,5.61,0.199,0.055,0.29,0.62,907.9,22.71,78.3,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,,,,,,,,26.97,banana,1.0,2.201
HHD116503,Kigali,Nyarugenge,1397,0.14,5.04,0.662,0.198,0.427,1.81,1062.4,23.35,69.0,0,1,0,0,0,1,2,1,0,0,1,0,0,0,0,5.16,,,6.18,,,,,rice,0.545,5.353
HHD116504,Southern,Huye,1658,1.39,4.84,0.215,0.22,0.315,0.53,538.3,23.0,79.3,0,1,1,0,0,1,2,0,1,0,0,0,0,0,1,,2.85,,,,,,27.96,banana,0.907,0.251
HHD116505,Kigali,Kicukiro,1316,0.35,5.99,0.357,0.005,0.02,2.12,1342.6,19.71,91.6,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,,,11.13,3.44,,,,,cassava,0.764,1.955
HHD116506,Southern,Nyamagabe,1439,0.84,5.62,0.132,0.129,0.152,1.49,627.1,24.13,63.2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,5.03,,,,,rice,1.0,3.022
HHD116507,Northern,Burera,1738,1.8,5.55,0.562,0.228,0.456,2.26,1207.7,24.63,77.4,1,0,0,0,0,2,2,0,0,0,0,1,0,0,1,,,,,13.02,,,29.08,banana,0.691,0.447
HHD116508,Southern,Gisagara,1635,3.05,5.74,0.32,0.1,0.029,2.45,676.3,16.71,75.5,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5.24,,,,,,,,maize,1.0,2.182
HHD116509,Northern,Musanze,1798,0.19,6.5,0.409,0.035,0.461,3.05,512.8,24.32,77.8,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,,1.23,9.42,,,17.65,,,tomato,0.624,2.882
HHD116510,Southern,Nyaruguru,1682,1.73,6.27,0.228,0.057,0.253,3.25,802.7,19.29,67.8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,23.63,banana,1.0,0.377
HHD116511,Western,Ngororero,1508,0.05,5.07,0.357,0.087,0.322,3.91,1056.5,22.89,68.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,,,,,,,,17.86,banana,1.0,3.044
HHD116512,Southern,Nyamagabe,1556,1.38,6.41,0.649,0.202,0.695,1.91,859.0,21.45,86.3,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,,,,,14.83,,16.53,,sweet_potato,0.527,3.832
HHD116513,Southern,Gisagara,1451,0.14,6.15,0.295,0.068,0.649,3.1,899.1,21.42,85.4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,,,,,13.25,,,,irish_potato,1.0,1.402
HHD116514,Kigali,Nyarugenge,1358,0.6,7.45,0.308,0.175,0.556,3.85,780.8,17.38,77.2,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,,,9.18,,,17.49,,,tomato,0.656,1.243
HHD116515,Kigali,Kicukiro,1447,1.13,5.19,0.143,0.273,0.533,3.51,708.4,24.07,65.3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,,14.8,,,,,,cassava,1.0,0.461
HHD116516,Western,Rutsiro,1297,3.26,5.69,0.239,0.283,0.375,2.14,938.1,22.2,74.6,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,,2.28,,5.78,,,,,rice,0.717,0.361
HHD116517,Western,Ngororero,1482,1.31,5.15,0.18,0.128,0.455,1.27,623.8,21.24,71.6,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,,1.61,,,,,12.12,,sweet_potato,0.883,5.933
HHD116518,Southern,Huye,1570,1.67,5.94,0.02,0.111,0.625,2.03,737.8,22.94,78.1,0,0,0,1,0,1,3,0,1,0,0,1,1,0,0,,1.81,,,22.08,22.39,,,tomato,0.484,3.527
HHD116519,Northern,Gicumbi,1905,1.37,6.61,0.304,0.111,0.059,3.74,940.7,26.8,80.4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,,,,,18.66,,,,irish_potato,1.0,0.875
HHD116520,Eastern,Nyagatare,1177,1.05,5.39,0.481,0.15,0.233,0.81,555.4,23.22,61.8,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,,2.18,,,,,,,beans,1.0,1.318
HHD116521,Southern,Muhanga,1710,1.28,6.05,0.02,0.066,0.15,2.64,728.7,27.0,78.6,0,0,0,0,0,0,3,1,0,1,0,0,1,0,0,5.03,,12.66,,,19.94,,,tomato,0.53,5.976
HHD116522,Southern,Nyaruguru,1630,0.18,5.08,0.685,0.121,0.348,0.42,957.3,23.54,58.4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,12.36,,,,irish_potato,1.0,0.398
HHD116523,Kigali,Nyarugenge,1470,1.15,5.98,0.249,0.065,0.771,4.54,974.9,22.34,65.9,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,,,11.52,,,,,,cassava,1.0,1.201
HHD116524,Southern,Nyamagabe,1573,0.54,5.15,0.314,0.236,0.178,0.73,691.2,12.88,77.6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,,,,,18.79,,,tomato,1.0,1.187
HHD116525,Kigali,Nyarugenge,1497,1.27,5.9,0.066,0.103,0.123,4.06,1113.1,20.14,79.4,0,0,1,0,0,1,3,0,0,0,1,0,1,0,1,,,,6.19,,14.23,,24.69,banana,0.547,1.078
HHD116526,Kigali,Nyarugenge,1479,1.76,5.8,0.273,0.121,0.579,3.79,1241.6,19.34,70.9,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,,,,,15.62,,9.97,,irish_potato,0.61,4.734
HHD116527,Southern,Nyaruguru,1560,1.41,5.42,0.23,0.187,0.576,4.4,703.3,22.97,69.7,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,,1.81,,6.3,15.6,,,,irish_potato,0.658,2.397
HHD116528,Southern,Huye,1671,0.32,5.38,0.635,0.041,0.335,2.83,770.8,18.66,65.1,1,0,1,0,0,0,2,0,0,0,1,0,1,0,0,,,,5.6,,15.74,,,tomato,0.738,0.425
HHD116529,Northern,Gakenke,1894,2.27,6.53,0.287,0.176,0.063,3.42,945.6,19.6,72.8,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,,,,,,,17.41,,sweet_potato,1.0,1.598
HHD116530,Southern,Huye,1609,0.78,6.97,0.431,0.075,0.084,1.35,709.7,18.34,76.6,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,,1.63,,4.42,,,,,rice,0.731,1.417
HHD116531,Eastern,Bugesera,1180,1.08,5.56,0.223,0.192,0.244,1.75,1075.2,19.4,73.6,0,0,0,1,0,0,3,1,1,0,0,0,0,1,0,4.33,1.67,,,,,11.31,,sweet_potato,0.653,2.032
HHD116532,Southern,Huye,1694,2.03,5.52,0.362,0.094,0.421,2.38,966.9,29.07,73.5,1,1,0,1,0,2,3,0,0,0,0,1,1,1,0,,,,,34.06,32.69,22.95,,irish_potato,0.38,3.429
HHD116533,Northern,Gakenke,1889,0.15,6.61,0.167,0.269,0.219,3.52,765.7,19.27,69.2,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,2.61,,9.74,,,,,17.29,banana,0.583,0.225
HHD116534,Northern,Gicumbi,1803,0.33,5.42,0.408,0.153,0.216,2.2,838.9,22.4,80.3,0,1,1,0,1,0,2,0,0,1,0,0,0,0,1,,,14.86,,,,,17.71,banana,0.544,1.899
HHD116535,Kigali,Nyarugenge,1354,0.57,6.46,0.088,0.11,0.288,2.96,818.4,19.57,67.4,0,0,1,0,0,0,3,0,1,0,0,1,1,0,0,,1.53,,,13.4,13.0,,,irish_potato,0.48,1.256
HHD116536,Southern,Gisagara,1586,0.02,5.53,0.533,0.051,0.258,3.07,1009.6,23.71,67.9,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,,1.51,,,,,,,beans,1.0,1.179
HHD116537,Kigali,Nyarugenge,1367,1.4,5.89,0.321,0.18,0.28,0.94,511.6,26.75,75.0,1,1,0,0,0,1,3,0,1,0,1,1,0,0,0,,3.01,,12.44,23.07,,,,irish_potato,0.599,1.132
HHD116538,Eastern,Bugesera,1102,2.91,5.46,0.307,0.139,0.232,1.67,890.1,23.13,75.3,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,5.92,,,,,,,33.6,banana,0.85,2.12
HHD116539,Southern,Nyamagabe,1572,2.23,6.49,0.365,0.116,0.646,2.94,843.4,20.31,80.7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,24.65,,,,irish_potato,1.0,4.465
HHD116540,Kigali,Nyarugenge,1498,0.33,6.51,0.34,0.097,0.277,3.13,1161.7,22.33,76.5,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,,,,4.24,,,,,rice,1.0,1.437
HHD116541,Northern,Gakenke,1858,1.77,5.68,0.02,0.086,0.167,2.44,572.6,17.24,58.2,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,4.11,,,,19.65,,14.1,,irish_potato,0.519,0.615
HHD116542,Kigali,Nyarugenge,1452,0.14,4.95,0.132,0.144,0.02,1.61,1008.7,21.57,91.3,1,1,1,0,0,2,2,0,0,0,0,1,0,0,1,,,,,17.2,,,22.73,banana,0.569,3.542
HHD116543,Eastern,Bugesera,1268,0.33,6.24,0.464,0.135,0.477,2.41,757.2,17.22,70.7,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,4.37,,,,16.55,,,,irish_potato,0.791,3.004
HHD116544,Southern,Nyaruguru,1656,1.66,6.25,0.305,0.168,0.313,0.39,849.0,26.68,89.2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,,,,,23.22,,,tomato,1.0,1.209
HHD116545,Kigali,Nyarugenge,1475,0.58,5.39,0.771,0.194,0.669,4.63,837.0,24.76,81.5,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,,,,,,14.89,,,tomato,1.0,1.015
HHD116546,Kigali,Nyarugenge,1469,0.13,6.26,0.353,0.095,0.239,2.22,911.1,22.71,67.7,0,0,0,1,0,1,2,0,1,1,0,0,0,0,0,,1.15,9.84,,,,,,cassava,0.895,1.598
HHD116547,Eastern,Bugesera,1202,0.89,6.0,0.159,0.095,0.221,2.78,1046.8,24.25,85.2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,,,12.48,,,,,,cassava,1.0,1.405
HHD116548,Southern,Huye,1618,0.37,6.36,0.405,0.084,0.158,1.06,688.1,24.3,59.3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,,,,,,,11.02,,sweet_potato,1.0,0.431
HHD116549,Southern,Muhanga,1556,0.88,5.37,0.458,0.151,0.421,2.6,905.9,22.48,88.6,0,1,0,0,1,0,2,0,0,0,0,1,0,0,1,,,,,18.28,,,36.48,banana,0.666,0.28
HHD116550,Eastern,Bugesera,1262,2.0,5.9,0.397,0.08,0.101,4.43,895.9,23.21,67.3,1,1,1,0,0,1,2,0,1,1,0,0,0,0,0,,3.32,29.58,,,,,,cassava,0.899,1.316
HHD116551,Eastern,Gatsibo,1054,0.5,5.93,0.189,0.115,0.02,4.39,826.0,21.25,69.7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,,,9.67,,,,,,cassava,1.0,1.296
HHD116552,Southern,Muhanga,1717,0.23,6.6,0.454,0.185,0.473,2.46,1075.4,24.84,70.1,0,1,0,0,0,1,3,0,1,0,1,0,1,0,0,,1.98,,6.33,,20.92,,,tomato,0.716,0.319
HHD116553,Southern,Gisagara,1520,1.92,6.53,0.509,0.01,0.355,2.07,962.5,24.93,66.2,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,,,27.76,,,,,,cassava,1.0,1.07
HHD116554,Southern,Muhanga,1575,0.16,6.26,0.364,0.048,0.061,1.48,710.7,24.05,74.4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2.64,,,,,,,,maize,1.0,1.471
